,name,phone,address,optime
178,상수역점,02-325-6804,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",월~금 08:00~21:00 | 토~일 09:00~21:30
179,안양시청앞점,031-5177-4770,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",월-금 07:00~23:00 | 토08:00~23:00 ㅣ일/공휴일 08:00~22:00
180,하남신세계백화점B1점,031-8072-1641,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",월~목 10:30 ~ 20:00 | 금~일 10:30 ~ 21:00
181,종로센트로폴리스점,02-6370-5845,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",평일 07:00~23:00 | 주말 08:00~22:00
182,잠실향군타워점,02-412-8812,서울특별시 송파구 올림픽로35길 123 1층,월~금 06:30 ~ 22:00 | 토 07:00 ~ 21:00 | 일 08:00 ~ 21:00
183,부산서면점,051-802-4282,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,일~목 08:00~22:00ㅣ금~토 08:00~23:00
184,영종도운서역점,032-746-9822,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",매일 07:00 ~ 23:00
185,동대입구역점,02-2264-8247,"서울시 중구 장충동2가 188-11, 188-4, 188-5",일~목 07:00~22:30 | 금~토 07:00~23:00
186,해운대센텀호텔점,051-743-5088,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,평일/주말 07:00~21:30
187,교대법원점,02- 3664-7716  ,"서울 서초구 서초중앙로 156, 1층",월-금 07:30~22:00 | 토/일/공휴일 08:00~21:00
188,부천북부역사거리점,032-655-8954,경기도 부천시 부천로25,일~금 07:00~22:00 | 토 08:00~22:00 
189,부산남포역점,051-246-6284,부산 중구 해관로 1 희남빌딩 1층,일~목 08:00~23:00ㅣ금~토 08:00~00:00
190,광주상무역점,062-385-8371,"광주 서구 상무중앙로 9, 동양빌딩 1F",평일 07:30~21:00 | 주말 08:30~21:00
191,김포장기DT점,031-987-0409,경기도 김포시 태장로 819,월~일 07:00~23:00
192,서초동점,02-3665-9507,서울특별시 서초구 반포대로70,평일 07:30~21:00 | 토/일/공휴일 08:00~21:00
193,남양주화도DT점,031-591-2406,경기도 남양주시 경춘로 1641,평일 07:00~22:00 | 주말 08:00~22:00
194,선정릉역점,02-2058-3028,서울시 강남구 봉은사로 331 SH빌딩점 B1-1층,"월-금 07:00~22:00 | 주말,공휴일 09:00~22:00"
195,화곡역점,02-766-7952,서울시 강서구 강서로 162,매일 07:00~22:00
196,부천스타필드시티점,02-6386-1423,경기도 부천시 옥길동 768 부천스타필드시티점 4층,월~목 10:00~22:00 | 금 07:00~22:00 | 토 10:00~22:00 | 일 07:00~22:00 
197,광주문화전당역점,062-236-6591,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,일~목 08:00~22:00 | 금~토 08:00~22:30
198,대구228공원앞점, 053-421-7436,대구광역시 중구 동성로3길 106,일~목 08:00~22:00 ㅣ금~토 08:00~23:00
199,삼성루첸타워점,02-994-8879,서울 강남구 대치동 943-2 루첸타워 1층 로비,"월-금 07:00~20:00 | 주말,공휴일 10:00~18:00"
200,수원AK플라자점,031-240-2246 ｜ 031-278-7641,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,매일 10:30~22:00
201,하나은행을지로본점,02-338-9179,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,| 월-금 07:00~19:00 | 주말/공휴일 휴무
202,선릉KSA한국표준협회점,02-3141-7948,서울시 강남구 테헤란로69길 5 DT센터점 1층,월-금 07:00~21:00 | 토요일 07:00~21:00 | 일요일 08:00~21:00 
203,논현역8번출구점,02-755-3301,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),월-금 07:00~22:00 | 토 08:00~22:00 | 일/공휴일 08:00~22:00 | 
204,이태원몬드리안호텔점,02-3775-0548,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,평일 08:00~22:30 | 주말/공휴일 08:00~22:30
205,광주봉선점,062-671-3371,광주광역시 남구 봉선로 168,평일/주말 07:00~22:00 l Last Order ~ 21:30
206,KB국민은행노원역점,02-930-9486,"서울시 노원구 동일로 1405, 1층 일부",평일 07:00~21:00 | 토 08:00~21:00 | 일 휴무
207,수서역원방빌딩점,02-3473-3830,서울 강남구 광평로 51길 6-23 원방테크사옥 1층,평일 06:30 ~ 21:30 | 주말 07:00 ~ 21:30
208,송파헬리오시티점,02-777-3363,서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),평일 07:00~21:30 | 주말 07:00~22:00
209,청계천을지로점,02-723-1771,서울 중구 남대문로10길 33 1F,평일 06:30 ~ 23:00 | 주말 09:00~22:00
210,서초중앙로점,02-537-2992,"서울시 서초구 서초중앙로 209, 해성빌딩 1층",평일 07:00~22:00 | 토-일 07:30~22:00
211,일산동구청점,031-903-3989,경기도 고양시 일산동구 정발산로 38,평일 07:00~22:00ㅣ주말/공휴일 08:00~22:00  
212,부산화명수정역점,051-361-3370,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호",매일 08:30~21:30 l Last Order ~ 영업종료 30분전
213,용인역북점,031-323-6886,경기도 용인시 처인구 역북동 598-7,평일 07:00 ~ 23:00 | 주말 08:00~23:00 
214,부산중앙역점,051-466-8856,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,월~금 07:30 ~ 21:00 | 토 09:00 ~ 20:30 | 일 09:00 ~ 17:00
215,천안신부동점,041-566-0718,충남 천안시 동남구 만남로 48,평일/주말 08:30~21:00 
216,제주아라점,064-758-1194,제주도 제주시 연북로 511,매일 07:00~22:00
217,혜화역점,02-745-9471,서울시 종로구 대명길 5,매일 08:00 ~ 00:00
218,용인에버랜드점,031-334-0556,경기도 용인시 처인구 포곡읍 가실리 156-1 (파크내 홀랜드빌리지 옆 암스테르담),매일 11:00 ~ 21:00
219,명동거리점,02-522-7158,서울시 중구 명동 10길 52 명동역 신한은행 사옥 1층,매일 07:00 ~ 00:00
220,안양LS타워점,031-429-9650,경기도 안양시 동안구 엘에스로 127 1층, 평일 07:00 ~ 18:00 / 주말공휴일휴점
221,상암SBS프리즘타워점,02-562-9605,서울 마포구 상암산로 82 SBS 프리즘 타워 1층 로비,월~금 07:00 ~ 19:00 | 토 09:00 ~ 17:00 | 일 휴무
222,용산아이파크몰점,02-2012-0731,"서울시 용산구 한강대로 23길 55, 아이파크몰 테이스트파크 7층",매일 08:00 ~ 22:00 
223,진주LH본사점,055-763-3520,경남 진주시 충의로 19 LH진주사옥 공감동 1층,월~금 08:00 ~ 18:00 | 토 10:00 ~ 18:00 | 일 휴무
224,하나금융명동사옥점,02-539-5174,서울시 중구 을지로 66 하나은행 명동사옥 1층,"월~금 06:30 ~ 22:00 | 토,일 08:00 ~ 22:00"
225,제주애월DT점,064-799-3670,제주도 제주시 애월읍 애월해안로 560,평일  07:00 ~ 22:00 | 주말 06:30 ~ 22:00 | 공휴일 07:00 ~ 22:00
226,성균관대법학관점,02-740-1958,서울시 종로구 성균관로 25-2 성균관대학교 법학관 B2,월~금 08:00 ~ 20:00 | 토 09:00 ~ 17:00 | 일 휴점
227,동탄타임테라스점,031-613-7684,경기도 화성시 동탄중앙로220 타임테라스A 블록 1층 110호-1호,매일 10:30 ~ 22:00
228,서울시청점,02-420-0386,서울특별시 중구 무교로 12(무교동) 정오빌딩 1층,월-일 07:00 ~ 22:00
229,종로YBM별관점,02-402-3571,서울시 종로구 종로 98 1층,"| 월~금 07:30~22:00 l 주말,공휴일 08:00~22:00 l "
230,압구정로데오2호점,02-3444-9973,서울특별시 강남구 선릉로 157길 22 2층,월-목 08:00~23:00 | 금-토 08:00~24:00 | 일/공휴일 08:00~22:00
231,고대안암병원신관점,02-544-6823,서울특별시 성북구 고려대로 73," l 월~금 07:00~22:00 l 주말,공휴일 09:00~20:00 l "
