,name,area,phone,address,status
224,이천하이닉스점,경기 이천시,031-8094-8747,경기도 이천시 부발읍 경충대로 2091 연구개발동 1층,영업중
225,수유사거리점,서울 강북구,070-5226-1999,서울특별시 강북구 도봉로82길 11 (번동) 2~4층 ,영업중
226,명동퍼시픽호텔점,서울 중구,02-3789-8747,"서울특별시 중구 퇴계로20길 2 (남산동2가, 퍼시픽호텔) 1층 ",영업중
227,천안펜타포트점,충남 천안시 서북구,070-8820-3117,"충청남도 천안시 서북구 공원로 196 (불당동, 펜타포트) 5층",영업중
228,아시아선수촌점,서울 송파구,02-412-3260,서울특별시 송파구 백제고분로 109 (잠실동) 1층~4층,영업중
229,보라매병원점,서울 동작구,02-831-3085,서울시 동작구 보라매로5길 20 서울특별시보라매병원 희망관 1층,영업중
230,광주수완2호점,광주 광산구,062-959-3327,"광주광역시 광산구 수완로 73번길 7, 1층 (수완동)  1층",영업중
231,수원망포점,경기 수원시 영통구,031-204-0065,"경기도 수원시 영통구 덕영대로1556번길 16 디지털엠파이어빌딩 125,126,127,212호 (영통동)",영업중
232,세종어반아트리움점,세종 세종시,070-8800-3998,"세종특별자치시 나성로 96 (나성동, 더센트럴) 101,102호",영업중
233,무악재역점,서울 서대문구,02-6406-0046,"서울특별시 서대문구 통일로 360 (홍제동, 보하빌딩) .",영업중
234,대전한남대점,대전 대덕구,070-4109-5800,대전 대덕구 한남로 65 오정동 172-3,영업중
235,(하)마장휴게소점,경기 이천시,031-630-0001,"경기도 이천시 마장면중부고속도로82 마장휴게소 하행 통영방향, 목리 산 13-32",영업중
236,오산수청점,경기 오산시,031-377-5823,"경기도 오산시 내삼미로79번길 46 (수청동 619-1) 101~104호 (수청동, 어반스페이스타워)",영업중
237,공덕점,서울 마포구,02-701-5785,"서울특별시 마포구  마포대로 143 (공덕동, 마포공덕파크팰리스 Ⅱ) 1층 (114~121호)",영업중
238,(상)예산휴게소점,충남 예산군,없음,충청남도 예산군 신양면 당진영덕고속도로 33 (예산휴게소 상행) 당진 방향,영업중
239,약수역점,서울 중구,02-2233-0866,"서울특별시 중구 다산로 114 (신당동,1~2층)",영업중
240,대구성서점,대구 달서구,053-584-5702,"대구광역시 달서구 성서로 419, 국민연금대구사옥 1층 (이곡동 1198-5) 할리스",영업중
241,울산야음점,울산 남구,052-276-3535,"울산 남구 수암로 138, 타임스퀘어 상가 야음동 789-14, 101호",영업중
242,홍대역점,서울 마포구,02-323-7791,서울특별시 마포구 어울마당로 111 (동교동) 2층,영업중
243,신촌연세로점,서울 서대문구,02-322-3684,"서울특별시 서대문구 연세로 5, 1층 (창천동 30-7) 할리스",영업중
244,용인명지대점,경기 용인시 처인구,070-4042-3118,경기도 용인시 처인구 명지로116번길 24-2 (남동) 1~2층,영업중
245,용산아이파크몰 영풍문고점,서울 용산구,070-8835-5073,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역) 용산역 리빙관 3층(한강로 3가)",영업중
246,국민연금공단점,전북 전주시 덕진구,063-221-5072,전북 전주시 덕진구  기지로 170 국민연금공단 국민누리관 1층,영업중
247,부산금강식물원점,부산 금정구,051-517-1110,"부산광역시 금정구 금샘로 22 (장전동) 1,2층 금정구 장전동 521-68외1필지 1,2층",영업중
248,선유도역점TS카페,서울 영등포구,02-6267-6800,"서울특별시 영등포구 양평로 96 (양평동4가) TS빌딩 1,2층",영업중
249,구로역점,서울 구로구,02-862-3216,서울특별시 구로구 새말로 18-29 (구로동) .,영업중
250,공덕역북카페점,서울 마포구,없음,"서울특별시 마포구 마포대로 100 (공덕동, 공덕역) 북카페 지하1층, 공덕동 423-29",영업중
251,부안격포채석강점,전북 부안군,063-584-0011,전라북도 부안군 변산면 채석강길 22-10 .,영업중
252,대구관음점,대구 북구,053-324-6122,"대구광역시 북구 구암로 59 비전스퀘어 1,2층 .",영업중
253,대전가장점,대전 서구,042-365-0365,"대전광역시 서구 도솔로 314  1층, 2층(괴정동, SL 빌딩)",영업중
254,대전신성점,대전 유성구,042-862-3335,대전광역시 유성구 유성대로1184번길 18 (신성동) .,영업중
255,왕십리역점,서울 성동구,02-2200-1303,"서울특별시 성동구 왕십리광장로 17 (행당동, 왕십리민자역사) 비트플렉스몰 3층 영풍문고 내",영업중
256,천안쌍용점,충남 천안시 서북구,041-563-4700,"충청남도 천안시 서북구 미라13길 16 (쌍용동) 쌍용동 955, 성건오피스텔 1층",영업중
257,전경련회관점,서울 영등포구,02-786-3485,"서울특별시 영등포구 여의대로 24 (여의도동, 전국경제인연합회회관) 지하 1층 B109~111호 ",영업중
258,양산부산대병원치과동점,경남 양산시,070-4442-0608,"경상남도 양산시 물금읍 금오로 20, 양산부산대학교병원 치과병동 1층(범어리 2762-1) 할리스",영업중
259,양산부산대병원본점,경남 양산시,055-362-4582,"경상남도 양산시 물금읍 금오로 20, 양산부산대학교병원 중앙진료동 1층(범어리 2762-1) 할리스",영업중
260,하남덕풍점,경기 하남시,031-792-9389,경기도 하남시 덕풍북로 2 (덕풍동) 1층,영업중
261,부산백양대로DI점,부산 사상구,051-311-5399,"부산광역시 사상구 백양대로 621, 2~4층(괘법동 141) 할리스",영업중
262,간석오거리점,인천 남동구,032-425-0915,인천광역시 남동구 남동대로 931 (간석동) 씨앤케이 웨딩홀,영업중
263,한양대병원점,서울 성동구,02-2281-2116,"서울특별시 성동구 왕십리로 222-1, 한양대학교병원 본관 1층 (사근동 110, 한양대학부속병원) 할리스",영업중
264,서초마제스타시티점,서울 서초구,02-6411-0063,"서울특별시 서초구 서초대로38길 12 (서초동, 마제스타시티,힐스테이트서리풀) 1층",영업중
265,월곶점,경기 시흥시,031-404-7966,경기도 시흥시 월곶중앙로 63 (월곶동) .,영업중
266,대전만년점,대전 서구,042-485-9777,"대전광역시 서구 둔산대로117번길 95 (만년동, 리더스타운) 만년동 309",영업중
267,(하)선산휴게소점,경북 구미시,.,경상북도 구미시 옥성면 중부내륙고속도로 129 .,영업중
268,화성융건릉점,경기 고양시 일산동구,031-224-6999,"경기도 화성시 효행로 501-3 1,2층",영업중
269,대전탄방점,대전 서구,042-482-8425,"대전광역시 서구 계룡로571번길 23-19 (탄방동) 1층 102호,103호,104호 / 탄방동 688",영업중
270,서전주DT점,전북 전주시 완산구,063-901-0802,전라북도 전주시 완산구 유연로 5 (효자동3가 1045-50) ,영업중
271,김포한강생태공원점,경기 김포시,031-996-2000,"경기도 김포시 김포한강11로 452,1~2층  운양동 1264-4",영업중
272,부산명륜역점,부산 동래구,051-557-7811,부산광역시 동래구 온천장로 5 (온천동) 1층,영업중
273,진주평거점,경남 진주시,055-745-9633,"경상남도 진주시 진양호로 46 (평거동) 1층,2층 (에스원빌딩)",영업중
274,아주대병원점,경기 수원시 영통구,031-211-5718,"경기도 수원시 영통구 월드컵로 164 (원천동, 아주대학병원) 아주대학교병원 본관 1층",영업중
275,대구수성못점,대구 수성구,053-761-5655,대구광역시 수성구 용학로 115 두산동 690,영업중
276,동대구역사점,대구 동구,053-942-1033,대구광역시 동구 동대구로 550 (동대구역 내 1층),영업중
277,종로5가점,서울 종로구,02-2266-1989,서울특별시 종로구 동호로 401(종로5가) .,영업중
278,부산덕천점,부산 북구,051-342-8835,"부산광역시 북구 덕천1길 21, 1~2층 (덕천동 400-14) 할리스",영업중
279,부평로데오점,인천 부평구,032-505-7130,"인천광역시 부평구 시장로 17-1 (부평동, 인일 빌딩) 1,2,3층",영업중
280,충북오송점,충북 청주시 흥덕구,043-239-0075,충청북도 청주시 흥덕구 오송읍 만수1길 3 .,영업중
281,여의도파이낸스타워점,서울 영등포구,02-761-3154,"서울특별시 영등포구 국제금융로2길 32, 여의도파이낸스타워 1층(여의도동 23-8)",영업중
282,김포농협본점,경기 김포시,031-986-7932,경기도 김포시 홍도평로 20 (걸포동) 김포농협하나로마트본점 2층,영업중
283,다산지금점,경기 남양주시,070-7778-2409,경기도 남양주시 다산중앙로82번안길 143-15 101호,영업중
284,서울대병원점,서울 종로구,02-741-5815,"서울특별시 종로구 대학로 101 (연건동, 서울대학교의과대학)",영업중
285,구로디지털뉴스테이점,서울 영등포구,070-7547-4100,서울시 영등포구 시흥대로 595 104~5호,영업중
286,경주보불로점,경북 경주시,054-744-7700,경북 경주시 보불로 305 .,영업중
287,전북김제점,전북 김제시,063-547-9600,전북 김제시 검산택지 5길 21-10 1층,영업중
288,대구침산네거리점,대구 북구,053-353-5544,대구광역시 북구 침산남로 157 (침산동) .,영업중
289,대구반야월점,대구 동구,053-961-7007,대구광역시 동구 안심로 255 .,영업중
290,센터포인트점,서울 종로구,02-6031-6213,"서울특별시 종로구 새문안로5길 31, 센터포인트광화문빌딩 1층 (도렴동 65, 센터포인트 광화문) 할리스",영업중
291,홍대입구역점,서울 마포구,02-322-3584,"서울특별시 마포구 양화로 151, 1층 (동교동 160-1) 할리스",영업중
292,군산미장점,전북 군산시,063-442-8777,전라북도 군산시 미장안길 54  통큰타운3동 105호,영업중
293,백석예술대학교점,서울 서초구,02-585-9150,"서울특별시 서초구 방배로9길 23 (방배동, 백석예술대학교) 방배동 981-17",영업중
294,대전오류점,대전 중구,042-522-3141,"대전광역시 중구 계룡로 876 메종드메디컬빌딩 104호, 202호 오류동 151-3",영업중
295,카페테리아&삼성점,서울 강남구,2188-7100,"서울시 강남구 삼성로 512, 10층 인터파크 카페테리아 (삼성동) .",영업중
296,역삼테헤란점,서울 강남구,02-501-3573,"서울특별시 강남구 테헤란로 131, 한국지식재산센터 1층 (역삼동 647-9) 할리스",영업중
297,대구현풍테크노점,대구 달성군,053-267-3338,대구시 달성군 유가읍 테크노공원로 65 .,영업중
298,전남장흥점,전남 장흥군,061-862-0119,전라남도 장흥군 장흥읍 북부로 18 .,영업중
299,구리수택DI점,경기 구리시,031-551-0988,경기도 구리시 검배로 73 (수택동) 할리스,영업중
300,난곡사거리점,서울 관악구,02-865-0012,서울 관악구 남부순환로 1489 신림동 526-13,영업중
301,신정네거리역점,서울 양천구,02-2645-9957,서울특별시 양천구 중앙로 252 2층 .,영업중
302,구미CGV점,경북 구미시,054-604-0375,"경상북도 구미시 구미중앙로 44 (원평동, 멀티복합상가) 원평동 68-1, 1층",영업중
303,역곡역점,경기 부천시 원미구,070-8887-4965,경기 부천시 부일로726번길 5 (역곡동 80) 역곡역 2번출구 사거리에서 가톨릭대학교방향 좌회전 후 약 50M,영업중
304,오산대역DT점,경기 오산시,031-372-9750,경기도 오산시 경기대로 491 (수청동) 1층~3층 할리스,영업중
305,을지로입구점,서울 중구,02-318-6381,서울특별시 중구 명동3길 23 (을지로2가) 1~4층 할리스 ,영업중
306,구미금오산DI점,경북 구미시,054-441-4452,경상북도 구미시 금오산로 209 (남통동) 할리스커피 구미금오산점 ,영업중
307,(하)매송휴게소점,경기 화성시,.,경기 화성시 매송면 서해안고속도로 315 목포방향 서해안고속도로 315 목포방향,영업중
308,(상)매송휴게소점,경기 화성시,.,경기 화성시 매송면 서해안고속도로 316 서울방향 .,영업중
309,창원팔용점,경남 창원시 의창구,055-298-3434,경상남도 창원시 의창구 창원대로 18번길 6-8 (팔용동) .,영업중
310,전주남천교점,전북 전주시 완산구,063-232-6000,전라북도 전주시 완산구 전주천서로 81  동서학동 66,영업중
311,부산연산점,부산 연제구,051-989-3296,부산광역시 연제구 반송로 89 (연산동) 1층,영업중
312,대구침산점,대구 북구,053-353-5412,"대구 북구 성북로 36,2층 601,602,603,604 473-3, 침산초등학교 맞은편",영업중
313,(하)홍천휴게소점,강원 홍천군,.,강원도 홍천군 화촌면 서울양양고속도로 84 .,영업중
314,동탄카림애비뉴점,경기 화성시,031-372-1650,경기도 화성시 동탄대로시범길 134 0001호 .,영업중
315,대구동성로점,대구 중구,053-252-6307,"대구광역시 중구 동성로6길 32, B1~2층 (공평동 52-2) 할리스",영업중
316,상남중앙점,경남 창원시 성산구,055-261-5925,경상남도 창원시 성산구 마디미로38번길 11 (상남동 25) 할리스,영업중
317,인천주안역점,인천 남구,032-425-1793,"인천광역시 미추홀구 주안로 105 1,2층 주안동 130-10 /남구->미추홀구 변경",영업중
318,울산삼산대로점,울산 남구,052-293-2234,울산광역시 남구 정동로 71 (삼산동) 삼산동,영업중
319,구리장자호수공원점,경기 구리시,031-568-7232,"경기도 구리시 장자대로 86번길 18 1,2층 (참참존빌딩)",영업중
320,이대점,서울 서대문구,02-392-1008,"서울특별시 서대문구 이화여대길 59 (대현동, 메르체쇼핑몰) 엘큐브 3층",영업중
321,동대구환승센터점,대구 동구,053-742-0614,"대구광역시 동구 동부로 149 (신천동, 신세계동대구복합환승센터) 3층",영업중
322,파주야당역점,경기 파주시,031 946 4823,경기도 파주시 경의로 1042 (야당동) 1층,영업중
323,목동예술인회관점,서울 양천구,02-2655-1300,"서울시 양천구 목동서로 225, 예술인회관 1층 1층",영업중
324,원당점,경기 고양시 덕양구,031-964-7785,"경기도 고양시 덕양구 호국로 797, 대동피렌체 104~106호 1층",영업중
325,(하)괴산휴게소점,충북 괴산군,043-832-7966,충북 괴산군 장연면 중부내륙고속도로 205 괴산(마산방향)휴게소  할리스커피,영업중
326,(상)보성녹차휴게소점,전남 보성군,070-4325-8801,전라남도 보성군 미력면 남해고속도로 63 (보성녹차(목포)주유소) 목포방향,영업중
327,(하)보성녹차휴게소점,전남 보성군,070-4325-8808,전남 보성군 겸백면 남해고속도로 70 .,영업중
328,선릉샹제리제점,서울 강남구,02-501-4255,"서울특별시 강남구 테헤란로 406 (대치동, 샹제리제센터) A동 1층",영업중
329,양주고읍점,경기 양주시,031-843-0078,"경기도 양주시 고읍남로 10 (광사동) 1,2층",영업중
330,인천연수CGV점,인천 연수구,032-456-4499,인천 연수구 청능대로 210 (스쿼어원 4층) 동춘동 926 ,영업중
331,(상)추풍령휴게소점,경북 김천시,054-439-3187,경북 김천시 봉산면 경부고속도로 214-1 광천리 737-1 (서울방향),영업중
332,울산풍차DT점,울산 북구,052-292-8181,울산광역시 북구 산업로 1440 신천동 456,영업중
333,(하)만남의광장점,서울 서초구,02-578-3372,"서울특별시 서초구 양재대로12길 73-71 (원지동, 만남의광장) 할리스커피",영업중
334,시흥하늘휴게소점,경기 시흥시,010-8326-4908,경기도 시흥시 수도권제1순환고속도로 105-1 (조남동) 조남동 15-10,영업중
335,대전타임월드점,대전 서구,042-489-1315,대전광역시 서구 둔산로 32-13 (둔산동) .,영업중
336,남악신도시점,전남 무안군,061-282-8280,"전라남도 무안군 삼향읍 남악로 234 트리폴리앙 B동 1, 108호 .",영업중
337,(상)장안휴게소점,부산 기장군,051-727-3714,부산광역시 기장군 장안읍 동해고속도로 26 .,영업중
338,(하)장안휴게소점,부산 기장군,051-727-3647,부산광역시 기장군 장안읍 동해고속도로 25 (장안휴게소하행) .,영업중
339,충무로역점,서울 중구,02-2268-8960,"서울특별시 중구 퇴계로36길 2 (필동2가, 동국대학교충무로영상센터) .",영업중
340,(상)마장휴게소점,경기 이천시,031-630-0001,경기도 이천시 마장면 중부고속도로 82 마장휴게소 상행 하남방향,영업중
341,세종소담DI점,세종 세종시,044-862-9027,세종특별자치시 소담로 40 소담동 570,영업중
342,부산BIFF광장점,부산 중구,051-242-6552,"부산 중구 비프광장로 31-1, 1층 .",영업중
343,부산역사점,부산 동구,051-441-0918,"부산광역시 동구 중앙대로 206 (초량동, 한국철도공사부산지역본부) 2층 초량동 1187-1",영업중
344,광주일곡점,광주 북구,070-7716-0123,광주광역시 북구 송해로 81 일곡동 821-5  1~3층,영업중
345,당진푸르지오점,충남 당진시,041-354-2004,충청남도 당진시 읍내동 1590 1층 희은빌라 .,영업중
346,대전전민점,대전 유성구,042-389-2831,대전광역시 유성구 전민로22번길 62 전민동 306-1,영업중
347,홍천점,강원 홍천군,033-432-3368,강원도 홍천군 홍천읍 꽃뫼로 98 .,영업중
348,목포하당점,전남 목포시,061-283-9800,전라남도 목포시 비파로51번길 37 (상동) .,영업중
349,김천혁신도시점,경북 김천시,054-433-4333,경상북도 김천시 혁신로 246 .,영업중
350,대구팔달교DT점,대구 서구,053-341-9595,대구광역시 서구 팔달로 34 .,영업중
351,별내카페거리점,경기 남양주시,031-574-5655,경기도 남양주시 두물로39번길 33 (별내동) .,영업중
352,파주탄현점,경기 파주시,031-957-9477,"경기도 파주시 탄현면 방촌로 1017 1,2층",영업중
353,(상)안성휴게소점,경기 안성시,x,경기도 안성시 원곡면 산하리 67-3  000,영업중
354,광주우산점,광주 광산구,062-956-6582,광주광역시 광산구 풍영철길로 12 (우산동) 1층,영업중
355,군산수송점,전북 군산시,063-467-9500,"전라북도 군산시 수송북로 22 수송동 831-1,1층",영업중
356,수원인계점,경기 고양시 일산동구,031-222-6842,경기도 수원시 팔달구 인계로138번길 49 (인계동) 인계동 1038-12,영업중
357,영종하늘도시점,인천 중구,032-752-1761,"인천 중구 하늘달빛로 90-21 1,2층 중산동 1876-9",영업중
358,서대문역점,서울 서대문구,02-313-0807,서울특별시 서대문구 통일로9안길 28 (충정로2가) 1층,영업중
359,동부산우체국점,부산 동구,051-631-3193,"부산광역시 동구 조방로 15, 1층  .",영업중
360,안산로데오점,경기 안산시 단원구,031-405-7337,경기도 안산시 단원구 중앙대로 907 .,영업중
361,안성팜랜드점,경기 안성시,070-4228-7345,"경기도 안성시 공도읍 대신두길 28, 안성팜랜드 .",영업중
362,양산원동점,경남 양산시,055-372-0268,경상남도 양산시 원동면 원동로 1429 .,영업중
363,광주금호점,광주 서구,062-385-0725,광주광역시 서구 운천로 3 (금호동 762-6) 1층,영업중
364,인천엠파크허브점,인천 서구,032-265-0103,"인천광역시 서구 염곡로 52, 엠파크 허브동 103호 (가좌동 150-19) .",영업중
365,대구본리점,대구 달서구,053-553-3002,대구광역시 달서구 장기로 203 (본리동 62-16) .,영업중
366,대구월성CGV점,대구 달서구,없음,"대구광역시 달서구 조암로 29 이래타워 4F 월성동, 616",영업중
367,명지국제신도시점,부산 강서구,051-271-5600,부산광역시 강서구 명지국제11로 57  명지동 3334-4,영업중
368,유스퀘어CGV점,광주 서구,062-351-4687,"광주광역시 서구 무진대로 904, 유스퀘어 2층 (광천동, 49-1) .",영업중
369,광주오치점,광주 북구,062-251-5684,광주광역시 북구 서하로 185 (오치동 862-21) 1층,영업중
370,광주운남점,광주 광산구,062-951-5979,광주광역시 광산구 하남대로 248-13 (운남동 771-3 ) 1층,영업중
371,익산어양점,전북 익산시,063-832-4700,"전라북도 익산시 동서로63길 4, 101호 (어양동, 하모니시티) 1층",영업중
372,전주백제대로점,전북 전주시 덕진구,063-271-5056,전라북도 전주시 덕진구 백제대로 592 (금암동) 1층,영업중
373,의정부민락점,경기 의정부시,031-851-3633,"경기도 의정부시 오목로205번길 55 (민락동, 메가타워) 1,2층",영업중
374,동천안우체국점,충남 천안시 동남구,041-522-5024,"충청남도 천안시 동남구 청수5로 10, 1층 .",영업중
375,(상)사천휴게소점,경남 사천시,055-854-3574,경상남도 사천시 곤양면 묵실길 31-11 (순천방향) .,영업중
376,(하)사천휴게소점,경남 사천시,055-854-3134,경상남도 사천시 곤양면 서삼로 619 (부산방향) .,영업중
377,전북도청점,전북 전주시 완산구,063-228-4005,"전라북도 전주시 완산구 홍산남로 51, 102~103호 일부(효자동3가) 1층",영업중
378,전북부안점,전북 부안군,063-581-0620,"전라북도 부안군 부안읍 석정로 269, 1층 .",영업중
379,한양대시티빌점,서울 성동구,02-2299-9934,서울특별시 성동구 마조로1가길 9 (행당동) .,영업중
380,동해촛대바위점,강원 동해시,033-522-0117,강원도 동해시 촛대바위길 16 (추암동 1-6) .,영업중
381,논현역점,서울 서초구,02-515-1162,"서울특별시 서초구 신반포로 332 (반포동, 우진빌딩) 1층",영업중
382,부산송도점,부산 서구,051-255-6100,부산광역시 서구 송도해변로 61-1 .,영업중
383,평택서재점,경기 평택시,031-651-2750,"경기도 평택시 서재로 26-24 (동삭동) 1,2층 동삭동 711-14",영업중
384,원주단계택지점,강원 원주시,033-745-5007,강원도 원주시 장미공원길 27-9 .,영업중
385,수서점,서울 강남구,02-451-0723,"서울특별시 강남구 밤고개로1길 10 (수서동, 수서현대벤쳐빌) 지하1층",영업중
386,수원오목천점,경기 수원시,031-291-7933,경기도 수원시 권선구 서수원로 179 1~2층,영업중
387,(상)군위휴게소점,경북 군위군,054-383-6114,경상북도 군위군 군위읍 경북대로 4084 부산방향,영업중
388,양산신도시점,경남 양산시,055-366-0268,경상남도 양산시 물금읍 야리로 127 .,영업중
389,(상)지리산휴게소점,전북 남원시,063-636-7191,전라북도 남원시 아영면 광주대구고속도로 76 (대구방면),영업중
390,(하)지리산휴게소점,전북 남원시,063-636-7195,"전라북도 남원시 아영면 광주대구고속도로 75 (지리산휴게소(하)광주방면) (광주, 고서,담양방면)",영업중
391,여수웅천점,전남 여수시,061-681-2522,전라남도 여수시 예울마루로 35-24 (웅천동) 웅천동 1699-3,영업중
392,대구장기점,대구 달서구,053-522-0666,대구광역시 달서구 장기로 268 .,영업중
393,(상)남성주휴게소점,경북 성주군,054-931-5742,"경상북도 성주군 용암면 중부내륙고속도로 76 (본리리, 남성주(양평방향)휴게소) 양평방향",영업중
394,고속터미널영동선점,서울 서초구,02-591-1555,"서울특별시 서초구 신반포로 194 (반포동, 강남고속버스터미널) 2층 A-2호",영업중
395,(상)옥천휴게소점,충북 옥천군,043-731-8096,"충청북도 옥천군 옥천읍 옥천동이로 242-34 (매화리, 옥천상휴게소) .",영업중
396,세종어진점,세종 ,070-7766-1589,"세종특별자치시 절재로 194 (어진동, 중앙타운) 133호,214호 .",영업중
397,대구동천점,대구 북구,053-321-0099,대구광역시 북구 동천로 125 (동천동) .,영업중
398,(상)외동휴게소점,경북 경주시,054-745-0631,경상북도 경주시 외동읍 석계리 970번지 상석길 58-70,영업중
399,(하)남성주휴게소점,경북 성주군,054-933-7105,"경상북도 성주군 선남면 중부내륙고속도로 77 (명포리, 남성주(창원방향)휴게소) 창원방향",영업중
400,안양역점,경기 안양시,031-466-2879,경기도 안양시 만안구 장내로139번길 61 .,영업중
401,대전도안마을점,대전 유성구,042-826-6080,"대전광역시 유성구 도안대로 560 (봉명동, 도안마을1단지) .",영업중
402,전주하가점,전북 전주시 덕진구,063-275-1230,전라북도 전주시 덕진구 가련산로 25 (덕진동2가) 1층,영업중
403,구로점,서울 구로구,02-2025-0255,"서울특별시 구로구 디지털로34길 55 (구로동, 코오롱싸이언스밸리2차) 1층/ 구로동 811",영업중
404,고양행신점,경기 고양시 덕양구,031-938-4055,경기도 고양시 덕양구 충경로 37 (행신동) 1층,영업중
405,인계써드아이점,경기 고양시 일산동구,031-232-0727,경기도 수원시 팔달구 인계로 130 (인계동) 1층,영업중
406,아산우체국점,충남 아산시,041-548-5024,"충청남도 아산시 시민로 455 (온천동, 아산우체국) .",영업중
407,천안두정역점,충남 천안시 서북구,041-566-5148,충청남도 천안시 서북구 두정로 238 (두정동) .,영업중
408,동해묵호점,강원 동해시,033-534-8902,"강원도 동해시 해안로 368 (평릉동, 시드니) 1-3층",영업중
409,가산디지털단지점,서울 금천구,02-2028-7111,"서울특별시 금천구 가산디지털1로 186 (가산동, 제이플라츠) 가산동 459-11",영업중
410,목포평화점,전남 목포시,061-285-0365,전라남도 목포시 미항로 129 .,영업중
411,(하)단양휴게소점,충북 단양군,043-423-5401,충청북도 단양군 적성면 기동리 산 74-1 (중앙고속도로 부산방향) 기동리 423-1,영업중
412,광주조선대점,광주 동구,062-416-3647,"광주광역시 동구 필문대로273번길 12, 1,2층(지산동) .",영업중
413,전북고창점,전북 고창군,063-564-3357,전라북도 고창군 고창읍 중앙로 195 (읍내리) .,영업중
414,(상)거창휴게소점,경남 거창군,055-943-0992,"경상남도 거창군 가조면 가조가야로 1523 (도리, 거창휴게소(상)) .",영업중
415,(서)양산휴게소점,경남 양산시,055-384-0144,"경상남도 양산시 동면 목장길 15-50 (내송리, 양산휴게소) .",영업중
416,(하)거창휴게소점,경남 거창군,055-943-0992,경상남도 거창군 가조면 가조가야로 1543-81 .,영업중
417,평촌스마트스퀘어점,경기 고양시 일산동구,031-421-8097,"경기도 안양시 동안구 시민대로 311, 110호/111호(관양동, 금강스마트빌딩) .",영업중
418,청주성모병원점,충북 청주시 청원구,070-7761-0015,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원 본관 주중동 589-5",영업중
419,(하)안성휴게소점,경기 안성시,031-655-0531,경기도 안성시 원곡면 경부고속도로 365 안성휴게소(부산방향) .,영업중
420,대전롯데점,대전 서구,042-528-2155,"대전광역시 서구 용문로 41-80, 리베라 아이누리주상복합 101 .",영업중
421,라페스타입구점,경기 고양시 일산동구,031-904-1991,경기도 고양시 일산동구 중앙로1275번길 38-15 삼희포시즌프라자 1층 1층,영업중
422,의정부시청점,경기 의정부시,031-826-0009,"경기도 의정부시 시민로 57, 1층 동원빌딩",영업중
423,대전관저점,대전 서구,042-542-8080,"대전광역시 서구 관저중로64번길 26 1,2층 .",영업중
424,인천검단사거리점,인천 서구,070-7766-4494,인천 서구 검단로 465 .,영업중
425,전주혁신도시점,전북 전주시 완산구,063-221-3361,전라북도 전주시 완산구 오공로 33 1~2층,영업중
426,천안두정점,충남 천안시 서북구,041-574-0013,"충청남도 천안시 서북구 오성6길 52,세윤빌딩 1층  두정동 779",영업중
427,(춘)치악휴게소점,강원 원주시,033-762-8129,강원도 원주시 신림면 다리실2길 32 0000,영업중
428,대림역점,서울 영등포구,02-834-1000,"서울특별시 영등포구 도림로 140 (대림동, 대림빌딩) .",영업중
429,평택점,경기 평택시,031-651-1223,경기도 평택시 평택1로 11 .,영업중
430,충북진천점,충북 진천군,043-534-8584,충청북도 진천군 진천읍 중앙북로 28 2층 .,영업중
431,청라센터시아점,인천 서구,032-567-1192,인천 서구 중봉대로 612번길 16 1층 연희동,영업중
432,김포골드밸리점,경기 김포시,031-998-7233,경기도 김포시 양촌읍 황금로109번길 27 1층,영업중
433,남부터미널점,서울 서초구,02-584-9500,"서울특별시 서초구 서초중앙로 52 (서초동, 영진빌딩) 서초동 1623-10",영업중
434,고덕리앤파크점,서울 강동구,02-441-1121,"서울특별시 강동구 상일로 151 (고덕동) 고덕동 182, 1층",영업중
435,원주중앙점,강원 원주시,033-748-1188,"강원도 원주시 중평길 4, 2~4층 .",영업중
436,전주송천점,전북 전주시 덕진구,063-275-3308,"전라북도 전주시 덕진구 송천로 1, 1-2블럭 2-112,113,136호 1층",영업중
437,송천솔내점,전북 전주시 덕진구,063-291-8000,"전라북도 전주시 덕진구 붓내3길 17 송천동 2가 244-10, 1층",영업중
438,한티역점,서울 강남구,02-538-8886,"서울특별시 강남구 도곡로 414 (대치동, 삼성빌딩) .",영업중
439,강릉항마리나점,강원 강릉시,033-652-2543,강원도 강릉시 창해로14번길 51-20 .,영업중
440,광주첨단점,광주 광산구,062-434-0200,광주광역시 광산구 첨단중앙로 136 1층,영업중
441,간석역남부점,인천 남동구,032-427-7935,인천 남동구 석산로 11 .,영업중
442,충정래미안점,서울 중구,02-363-1388,"서울특별시 중구 중림로 21 (중림동, 더플레이스충정로) B204호",영업중
443,광주풍암점,광주 서구,062-652-5505,광주광역시 서구 풍금로38번길 11 .,영업중
444,노량진역점,서울 동작구,02-827-0280,서울특별시 동작구 노량진로 157 (노량진동) 2층,영업중
445,충북대점,충북 청주시 흥덕구,043-266-2248,충청북도 청주시 흥덕구 내수동로 53 1~2층 / 복대동 873-10,영업중
446,(하)군위휴게소점,경북 군위군,070-4162-5309,경상북도 군위군 군위읍 경북대로 4082 춘천방향,영업중
447,굽은다리역점,서울 강동구,02-488-5077,"서울특별시 강동구 양재대로 1591 , 1층 (천호동 31-2)",영업중
448,송도IT점,인천 연수구,032-209-7979,"인천 연수구 송도과학로 32, 송도테크노파크IT센터 1층-A104호 .",영업중
